creditability,account_balance,duration_of_credit_monthly,payment_status_of_previous_credit,purpose,credit_amount,value_savings_stocks,length_of_current_employment,instalment_per_cent,sex_marital_status,guarantors,duration_in_current_address,most_valuable_available_asset,age_years,concurrent_credits,type_of_apartment,no_of_credits_at_this_bank,occupation,no_of_dependents,telephone,credit_amount_per_month
1,4,6,2,0,672,1,1,1,2,1,4,1,54,3,2,1,99,1,2,112.0
1,1,6,4,3,338,3,5,4,3,1,4,3,52,3,2,2,3,1,1,56.333333333333336
1,4,9,2,3,2697,1,3,1,3,1,2,1,32,3,2,1,3,2,1,299.6666666666667
1,4,9,2,0,2507,3,5,2,3,1,4,4,51,3,3,1,2,1,1,278.55555555555554
1,4,15,3,3,1478,1,3,4,4,1,3,1,33,1,2,2,3,1,1,98.53333333333333
1,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,1,297.0833333333333
1,4,15,2,2,2221,3,3,2,2,1,4,3,20,3,1,1,3,1,1,148.06666666666666
1,4,6,4,3,1898,5,3,1,3,1,2,1,34,3,2,2,2,2,1,316.3333333333333
1,2,6,3,9,1449,2,5,1,1,1,2,3,31,1,2,2,3,2,1,241.5
1,4,15,3,2,960,99,4,3,2,1,2,2,30,3,2,2,3,1,1,64.0
1,4,36,2,1,8133,1,3,1,2,1,2,2,30,1,2,1,3,1,1,225.91666666666666
1,4,9,2,2,2301,2,2,2,2,1,4,2,22,3,1,1,3,1,1,255.66666666666666
1,4,6,3,9,1743,2,3,1,3,1,2,1,34,3,2,2,2,1,1,290.5
1,2,12,2,2,983,99,2,1,2,1,4,1,19,3,1,1,2,1,1,81.91666666666667
1,4,18,3,3,2320,1,1,2,4,1,3,1,34,3,2,2,3,1,1,128.88888888888889
1,1,12,99,99,339,1,5,4,4,1,1,3,45,1,2,1,2,1,1,28.25
1,3,24,2,3,5152,1,4,4,3,1,2,3,25,1,2,1,3,1,1,214.66666666666666
1,3,24,2,2,3749,1,2,2,2,1,4,3,26,3,2,1,3,1,1,156.20833333333334
1,4,9,4,3,3074,5,3,1,3,1,2,1,33,3,2,2,3,2,1,341.55555555555554
0,3,9,2,3,745,1,3,3,2,1,2,1,28,3,2,1,2,1,1,82.77777777777777
1,4,24,2,0,1469,2,5,4,4,1,4,1,41,3,1,1,2,1,1,61.208333333333336
1,1,6,2,2,1374,1,3,1,3,1,2,1,36,1,2,1,2,1,2,229.0
1,4,6,99,0,783,5,3,1,3,3,2,1,26,99,2,1,2,2,1,130.5
1,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,124.0952380952381
1,4,54,99,1,9436,5,3,2,3,1,2,2,39,3,2,1,2,2,1,174.74074074074073
1,4,12,4,3,930,5,5,4,3,1,4,1,65,3,2,4,3,1,1,77.5
1,4,48,4,1,2751,5,5,4,3,1,3,3,38,3,2,2,3,2,2,57.3125
1,4,6,4,0,250,99,3,2,2,1,2,1,41,1,2,2,2,1,1,41.666666666666664
1,2,24,2,0,1201,1,2,4,3,1,1,2,26,3,2,1,3,1,1,50.041666666666664
1,1,6,2,0,662,1,2,3,3,1,4,1,41,3,2,1,2,2,2,110.33333333333333
1,4,15,2,1,1300,5,5,4,3,1,4,4,45,1,3,1,3,2,1,86.66666666666667
1,4,24,99,9,1559,1,4,4,3,1,4,3,40,1,2,1,3,1,2,64.95833333333333
1,3,12,2,3,3016,1,3,3,4,1,1,3,24,3,2,1,3,1,1,251.33333333333334
1,4,15,4,3,1360,1,3,4,3,1,2,2,31,3,2,2,3,1,1,90.66666666666667
1,4,6,99,0,1204,2,3,4,3,1,1,4,35,1,1,1,3,1,1,200.66666666666666
1,4,10,2,0,1597,3,3,3,3,1,2,4,40,3,1,1,2,2,1,159.7
1,4,12,2,3,2073,2,3,4,2,2,2,1,28,3,2,1,3,1,1,172.75
1,4,11,2,9,2142,99,5,1,1,1,2,1,28,3,2,1,3,1,2,194.72727272727272
1,1,10,4,2,2132,5,2,2,2,2,3,1,27,3,1,2,3,1,1,213.2
1,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,1,154.6
1,4,24,4,0,1287,99,5,4,2,1,4,1,37,3,2,2,3,1,2,53.625
1,4,10,2,0,1418,2,3,3,3,1,2,1,35,3,1,1,2,1,1,141.8
1,3,6,4,0,1343,1,5,1,3,1,4,1,46,3,2,2,3,2,1,223.83333333333334
1,4,18,2,0,2662,5,4,4,3,1,3,2,32,3,2,1,3,1,1,147.88888888888889
1,4,18,4,3,6070,1,5,3,3,1,4,3,33,3,2,2,3,1,2,337.22222222222223
1,4,24,4,6,1927,5,3,3,2,1,2,3,33,3,2,2,3,1,2,80.29166666666667
1,4,18,4,3,2404,1,3,2,2,1,2,3,26,3,2,2,3,1,1,133.55555555555554
1,4,6,4,3,1554,1,4,1,2,1,2,3,24,3,1,2,3,1,2,259.0
1,4,22,2,0,1283,5,4,4,2,1,4,2,25,3,1,1,3,1,1,58.31818181818182
1,4,24,3,0,717,5,5,4,4,1,4,3,54,3,2,2,3,1,2,29.875
1,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,72.79166666666667
1,1,9,4,99,1288,2,5,3,3,3,4,1,48,3,2,2,3,2,1,143.11111111111111
1,1,10,4,0,1038,1,4,4,3,2,3,2,49,3,2,2,3,1,2,103.8
1,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,284.8
1,4,12,2,1,1413,99,4,3,3,1,2,2,55,3,2,1,3,1,1,117.75
1,4,30,4,3,3077,5,5,3,3,1,2,3,40,3,2,2,3,2,2,102.56666666666666
1,1,24,99,1,3632,1,3,1,2,3,4,3,22,1,1,1,3,1,1,151.33333333333334
1,4,18,4,1,3229,5,1,2,3,1,4,4,38,3,2,1,4,1,2,179.38888888888889
1,4,9,2,0,3577,2,3,1,3,3,2,1,26,3,1,1,3,2,1,397.44444444444446
1,4,12,4,0,682,2,4,4,2,1,3,3,51,3,2,2,3,1,2,56.833333333333336
1,4,10,2,3,1924,1,3,1,3,1,4,2,38,3,2,1,3,1,2,192.4
1,4,10,2,6,727,3,5,4,3,1,4,4,46,3,3,1,3,1,2,72.7
1,3,10,4,0,781,1,5,4,3,1,4,4,63,3,3,2,3,1,2,78.1
1,1,12,4,0,2121,1,3,4,3,1,2,2,30,3,2,2,3,1,1,176.75
1,4,12,4,6,701,1,3,4,3,1,2,3,32,3,2,2,3,1,1,58.416666666666664
1,4,10,4,2,2069,5,3,2,4,1,1,3,26,3,2,2,3,1,1,206.9
1,4,24,2,0,1525,99,4,4,2,1,3,3,34,3,2,1,3,2,2,63.541666666666664
1,4,48,4,9,7629,5,5,4,1,1,2,3,46,1,2,2,4,2,1,158.9375
0,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,291.5833333333333
1,4,6,2,3,1346,2,5,2,3,1,4,4,42,1,3,1,3,2,2,224.33333333333334
1,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,291.02777777777777
1,1,24,2,1,2924,1,3,3,3,3,4,4,63,1,2,1,3,2,2,121.83333333333333
1,4,10,4,0,1231,1,5,3,3,1,4,1,32,3,2,2,2,2,1,123.1
1,3,18,2,0,1961,1,5,3,2,1,2,3,23,3,2,1,4,1,1,108.94444444444444
1,4,15,4,0,5045,5,5,1,2,1,4,3,59,3,2,1,3,1,2,336.3333333333333
1,4,12,4,0,1255,1,5,4,3,1,4,1,61,3,2,2,2,1,1,104.58333333333333
1,1,12,2,2,1858,1,2,4,2,1,1,3,22,3,1,1,3,1,1,154.83333333333334
1,4,6,4,2,1221,5,3,1,4,1,2,2,27,3,2,2,3,1,1,203.5
1,4,9,2,2,1388,1,3,4,2,1,2,1,26,3,1,1,3,1,1,154.22222222222223
1,4,12,2,3,2279,5,3,4,3,1,4,4,37,3,3,1,3,1,2,189.91666666666666
1,4,12,99,2,2759,1,5,2,3,1,4,2,34,3,2,2,3,1,1,229.91666666666666
1,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,52.416666666666664
1,2,12,99,99,1410,1,3,2,3,1,2,1,31,3,2,1,2,1,2,117.5
1,1,15,2,0,1403,1,3,2,2,1,4,3,28,3,1,1,3,1,1,93.53333333333333
1,1,24,2,2,3021,1,3,2,1,1,2,1,24,3,1,1,2,1,1,125.875
1,1,24,2,9,6568,1,3,2,4,1,2,3,21,99,2,1,2,1,1,273.6666666666667
1,4,24,4,3,2578,99,5,2,3,1,2,3,34,3,2,1,3,1,1,107.41666666666667
1,2,24,4,1,7758,99,5,2,2,1,4,4,29,3,1,1,3,1,1,323.25
1,1,6,2,99,343,1,2,4,2,1,1,1,27,3,2,1,3,1,1,57.166666666666664
1,4,21,3,2,1591,2,4,4,3,1,3,1,34,3,2,2,4,1,1,75.76190476190476
1,1,27,2,3,3416,1,3,3,3,1,2,3,27,3,2,1,4,1,1,126.51851851851852
0,1,12,99,99,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,92.33333333333333
1,2,27,3,1,5965,1,5,1,3,1,2,3,30,3,2,2,4,1,2,220.92592592592592
1,2,15,2,99,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,100.93333333333334
1,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,224.73333333333332
1,1,18,2,2,3650,1,2,1,2,1,4,3,22,3,1,1,3,1,1,202.77777777777777
1,1,21,2,2,3599,1,4,1,2,1,4,3,26,3,1,1,2,1,1,171.38095238095238
1,4,60,4,0,13756,5,5,2,3,1,4,4,63,1,3,1,4,1,2,229.26666666666668
1,2,9,2,0,276,1,3,4,4,1,4,1,22,3,1,1,2,1,1,30.666666666666668
1,4,42,4,2,4041,3,3,4,3,1,4,1,36,3,2,2,3,1,2,96.21428571428571
1,2,9,2,3,458,1,3,4,3,1,3,1,24,3,2,1,3,1,1,50.888888888888886
0,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,102.0
1,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,308.0416666666667
1,3,10,2,99,1225,1,3,2,3,1,2,3,37,3,2,1,3,1,2,122.5
1,1,24,2,1,2812,5,5,2,2,1,4,1,26,3,1,1,3,1,1,117.16666666666667
1,4,15,2,1,3029,1,4,2,3,1,2,3,33,3,2,1,3,1,1,201.93333333333334
1,3,12,4,0,1480,3,1,2,3,1,4,4,66,1,3,3,99,1,1,123.33333333333333
1,3,6,4,6,1047,1,3,2,2,1,4,2,50,3,2,1,2,1,1,174.5
1,4,15,4,3,1471,1,3,4,3,1,4,4,35,3,3,2,3,1,2,98.06666666666666
1,4,24,2,2,5511,2,3,4,3,1,1,3,25,99,2,1,3,1,1,229.625
1,2,9,2,3,1206,1,5,4,2,1,4,1,25,3,2,1,3,1,1,134.0
1,2,24,3,3,6403,1,2,1,3,1,2,3,33,3,2,1,3,1,1,266.7916666666667
1,4,12,2,3,707,1,3,4,3,1,2,1,30,1,2,2,3,1,1,58.916666666666664
1,4,12,3,1,1503,1,3,4,4,1,4,1,41,3,1,1,3,1,1,125.25
1,2,12,2,0,6078,1,4,2,3,1,2,3,32,3,2,1,3,1,1,506.5
1,2,27,2,9,2528,1,2,4,2,1,1,2,32,3,2,1,3,2,2,93.62962962962963
1,2,12,2,9,1037,2,4,3,3,1,4,1,39,3,2,1,2,1,1,86.41666666666667
1,1,6,2,1,1352,3,1,1,2,1,2,2,23,3,1,1,99,1,2,225.33333333333334
1,4,24,2,3,3181,1,2,4,2,1,4,2,26,3,2,1,3,1,2,132.54166666666666
1,4,18,2,3,4594,1,2,3,3,1,2,3,32,3,2,1,3,1,2,255.22222222222223
1,2,48,2,99,5381,5,1,3,3,1,4,4,40,1,3,1,99,1,2,112.10416666666667
1,4,15,2,1,4657,1,3,3,3,1,2,3,30,3,2,1,3,1,2,310.46666666666664
1,2,9,2,9,1391,1,3,2,4,1,1,1,27,1,2,1,3,1,2,154.55555555555554
1,2,18,2,9,1913,99,2,3,4,1,3,1,36,1,2,1,3,1,2,106.27777777777777
1,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,170.61904761904762
1,4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,1,108.38461538461539
1,4,24,3,9,2978,5,3,4,3,1,4,1,32,3,2,2,3,2,2,124.08333333333333
1,4,12,4,3,976,5,5,4,3,1,4,3,35,3,2,2,3,1,1,81.33333333333333
1,4,24,3,9,2375,3,3,4,3,1,2,3,44,3,2,2,3,2,2,98.95833333333333
1,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,43.5
1,4,28,4,3,2743,1,5,4,3,1,2,3,29,3,2,2,3,1,1,97.96428571428571
1,4,11,4,3,1154,2,1,4,2,1,4,1,57,3,2,3,2,1,1,104.9090909090909
1,4,24,4,1,5804,99,3,4,3,1,2,1,27,3,2,2,3,1,1,241.83333333333334
1,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,64.94444444444444
1,1,15,4,2,1478,1,5,4,3,1,4,3,44,3,2,2,3,2,2,98.53333333333333
1,4,12,2,3,776,1,3,4,4,1,2,1,28,3,2,1,3,1,1,64.66666666666667
1,2,11,4,0,1322,99,3,4,2,1,4,3,40,3,2,2,3,1,1,120.18181818181819
1,2,16,4,0,1175,1,1,2,3,1,3,3,68,3,3,3,99,1,2,73.4375
1,4,12,2,0,2133,5,5,4,2,1,4,4,52,3,3,1,4,1,2,177.75
1,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,121.93333333333334
1,4,12,4,3,717,1,5,4,3,1,4,1,52,3,2,3,3,1,1,59.75
1,2,39,3,6,11760,2,4,2,3,1,3,4,32,3,1,1,3,1,2,301.53846153846155
0,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,166.77777777777777
1,1,12,2,6,1200,5,3,4,2,1,4,2,23,1,1,1,3,1,2,100.0
1,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,355.0
1,4,30,4,3,4530,1,4,4,2,1,4,3,26,3,1,1,4,1,2,151.0
0,4,12,3,99,1555,99,5,4,3,1,4,4,55,3,3,2,3,2,1,129.58333333333334
1,2,15,4,9,2326,3,3,2,3,1,4,3,27,1,2,1,3,1,1,155.06666666666666
1,2,18,4,9,1887,5,3,4,4,1,4,1,28,1,2,2,3,1,1,104.83333333333333
1,4,12,4,9,1264,5,5,4,3,1,4,4,57,3,1,1,2,1,1,105.33333333333333
1,4,7,3,3,846,5,5,3,3,1,4,4,36,3,3,1,3,1,1,120.85714285714286
1,4,15,4,6,1532,2,3,4,2,1,3,3,31,3,2,1,3,1,1,102.13333333333334
1,4,6,3,3,935,1,3,3,2,1,2,1,24,3,2,1,3,1,1,155.83333333333334
1,1,27,4,9,2442,1,5,4,3,1,4,3,43,99,2,4,4,2,2,90.44444444444444
1,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,99,2,2,199.44444444444446
1,4,21,4,2,2288,1,2,4,2,1,4,2,23,3,2,1,3,1,2,108.95238095238095
1,4,27,3,9,5117,1,4,3,3,1,4,3,26,3,2,2,3,1,1,189.5185185185185
1,1,39,4,2,14179,5,4,4,3,1,4,2,30,3,2,2,4,1,2,363.56410256410254
1,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,92.4
1,4,12,4,3,618,1,5,4,3,1,4,1,56,3,2,1,3,1,1,51.5
1,4,12,2,2,1574,1,3,4,3,1,2,1,50,3,2,1,3,1,1,131.16666666666666
1,4,6,4,3,700,5,5,4,3,1,4,4,36,3,3,2,3,1,1,116.66666666666667
1,4,12,2,3,886,5,3,4,2,1,2,3,21,3,2,1,3,1,1,73.83333333333333
1,4,36,2,1,4686,1,3,2,3,1,2,4,32,3,3,1,4,1,2,130.16666666666666
1,2,9,2,3,790,3,3,4,2,1,3,1,66,3,2,1,2,1,1,87.77777777777777
0,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,63.833333333333336
1,1,20,2,2,2212,5,4,4,3,1,4,3,39,3,2,1,3,1,2,110.6
1,2,10,2,0,7308,1,1,2,3,1,4,4,70,1,3,1,4,1,2,730.8
1,2,24,4,6,5743,1,2,2,2,1,4,4,24,3,3,2,3,1,2,239.29166666666666
1,1,14,2,0,3973,1,1,1,3,1,4,4,22,3,3,1,3,1,1,283.7857142857143
1,2,60,3,3,7418,5,3,1,3,1,1,1,27,3,2,1,2,1,1,123.63333333333334
1,2,20,3,99,2629,1,3,2,3,1,3,3,29,1,2,2,3,1,2,131.45
1,2,18,2,9,1941,99,3,4,3,1,2,2,35,3,2,1,2,1,2,107.83333333333333
1,2,24,3,2,2333,5,2,4,3,1,2,2,29,1,2,1,2,1,1,97.20833333333333
1,4,12,2,1,2445,5,2,2,4,1,4,3,26,3,1,1,3,1,2,203.75
1,2,20,2,1,6468,5,1,1,1,1,4,1,60,3,2,1,4,1,2,323.4
1,2,18,4,2,7374,1,1,4,3,1,4,2,40,99,2,2,4,1,2,409.6666666666667
1,4,15,2,1,3812,2,2,1,2,1,4,3,23,3,2,1,3,1,2,254.13333333333333
0,1,28,2,0,4006,1,3,3,3,1,2,3,45,3,2,1,2,1,1,143.07142857142858
1,2,12,2,0,7472,5,1,1,2,1,2,1,24,3,1,1,99,1,1,622.6666666666666
1,3,12,2,2,1424,5,5,3,2,1,4,1,55,3,2,1,4,1,2,118.66666666666667
1,2,12,2,1,2028,5,3,4,3,1,2,3,30,3,2,1,3,1,1,169.0
1,4,15,2,0,5324,3,5,1,2,1,4,4,35,3,3,1,3,1,1,354.93333333333334
1,2,36,2,3,2323,1,4,4,3,1,4,3,24,3,1,1,3,1,1,64.52777777777777
1,4,12,2,6,1393,1,5,4,3,1,4,2,47,1,2,3,3,2,2,116.08333333333333
1,4,18,2,2,1984,1,3,4,3,1,4,4,47,1,3,2,3,1,1,110.22222222222223
1,4,24,2,3,999,5,5,4,3,1,2,3,25,3,2,2,3,1,1,41.625
1,4,36,2,9,7409,5,5,3,3,1,2,2,37,3,2,2,3,1,1,205.80555555555554
1,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,145.73333333333332
1,3,36,2,3,4473,1,5,4,3,1,2,3,31,3,2,1,3,1,1,124.25
1,4,24,2,99,937,1,2,4,4,1,3,3,27,3,2,2,2,1,1,39.041666666666664
1,4,18,2,2,3422,1,5,4,3,1,4,2,47,1,2,3,3,2,2,190.11111111111111
1,4,24,2,3,3105,5,2,4,3,1,2,3,25,3,2,2,3,1,1,129.375
1,4,12,4,6,2748,1,5,2,2,1,4,4,57,1,3,3,2,1,1,229.0
1,2,18,2,99,3872,1,1,2,2,1,4,3,67,3,2,1,3,1,2,215.11111111111111
1,4,27,2,99,5190,5,5,4,3,1,4,2,48,3,2,4,3,2,2,192.22222222222223
1,2,18,2,2,3001,1,4,2,2,1,4,1,40,3,1,1,3,1,1,166.72222222222223
1,4,24,3,9,3863,1,3,1,3,1,2,4,32,3,3,1,3,1,1,160.95833333333334
1,4,12,4,2,5801,5,5,2,3,1,4,2,49,3,1,1,3,1,2,483.4166666666667
1,4,12,4,2,1592,99,4,3,2,1,2,2,35,3,2,1,3,1,1,132.66666666666666
1,4,12,4,9,1185,1,3,3,2,1,2,1,27,3,2,2,3,1,1,98.75
1,4,18,4,2,3780,1,2,3,1,1,2,3,35,3,2,2,4,1,2,210.0
1,2,18,4,2,3612,1,5,3,2,1,4,2,37,3,2,1,3,1,2,200.66666666666666
1,4,12,2,9,1076,1,3,2,4,1,2,1,26,3,2,1,3,1,2,89.66666666666667
1,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,2,293.9166666666667
1,4,18,2,3,2051,1,2,4,3,1,1,1,33,3,2,1,3,1,1,113.94444444444444
1,4,12,4,2,3331,1,5,2,3,1,4,2,42,99,2,1,3,1,1,277.5833333333333
1,1,18,99,9,3104,1,4,3,3,1,1,2,31,1,2,1,3,1,2,172.44444444444446
1,4,24,4,3,2611,1,5,4,4,2,3,1,46,3,2,2,3,1,1,108.79166666666667
1,1,12,4,1,1409,1,5,4,3,1,3,1,54,3,2,1,3,1,1,117.41666666666667
1,4,24,2,3,1311,2,4,4,4,1,3,2,26,3,2,1,3,1,2,54.625
1,4,6,2,3,2108,1,4,2,4,1,2,1,29,3,1,1,3,1,1,351.3333333333333
1,4,24,4,1,4042,5,4,3,3,1,4,2,43,3,2,2,3,1,2,168.41666666666666
1,4,12,4,0,926,1,1,1,2,1,2,2,38,3,2,1,99,1,1,77.16666666666667
1,1,12,2,3,1680,3,5,3,4,1,1,1,35,3,2,1,3,1,1,140.0
1,4,24,2,0,1249,1,2,4,4,1,2,1,28,3,2,1,3,1,1,52.041666666666664
1,4,24,4,0,2463,2,4,4,4,1,3,2,27,3,2,2,3,1,2,102.625
1,4,6,2,3,1595,1,4,3,3,1,2,2,51,3,2,1,3,2,1,265.8333333333333
1,4,24,4,99,2058,1,3,4,1,1,2,1,33,3,2,2,3,1,2,85.75
1,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,325.5833333333333
1,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,290.0
1,4,12,4,3,1240,5,5,4,2,1,2,1,38,3,2,2,3,1,2,103.33333333333333
1,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,285.0833333333333
1,4,24,4,2,5150,1,5,4,3,1,4,3,33,3,2,1,3,1,2,214.58333333333334
1,1,6,2,0,1203,2,5,3,3,1,2,2,43,3,2,1,3,1,2,200.5
1,4,6,4,0,2080,3,3,1,4,1,2,3,24,3,2,1,3,1,1,346.6666666666667
1,4,6,2,6,1538,1,2,1,2,1,2,4,56,3,2,1,3,1,1,256.3333333333333
1,2,24,4,0,3878,2,2,4,1,1,2,3,37,3,2,1,3,1,2,161.58333333333334
1,2,30,2,2,3832,1,2,2,4,1,1,2,22,3,2,1,3,1,1,127.73333333333333
1,4,15,2,0,3186,99,4,2,2,1,3,3,20,3,1,1,3,1,1,212.4
1,2,24,2,3,2896,2,2,2,3,1,1,3,29,3,2,1,3,1,1,120.66666666666667
1,2,24,3,9,6967,2,4,4,3,1,4,3,36,3,1,1,4,1,2,290.2916666666667
0,4,36,2,6,1819,1,3,4,3,1,4,4,37,99,3,1,3,1,2,50.52777777777778
0,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,247.625
0,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,197.97222222222223
0,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,93.02777777777777
0,4,36,2,2,10974,1,1,4,2,1,2,3,26,3,2,2,4,1,2,304.8333333333333
1,4,6,2,3,518,1,3,3,2,1,1,1,29,3,2,1,3,1,1,86.33333333333333
1,4,18,2,3,1126,5,2,4,2,1,2,1,21,3,1,1,3,1,2,62.55555555555556
1,2,12,4,1,1860,1,1,4,3,1,2,3,34,3,2,2,4,1,2,155.0
1,4,36,4,3,9566,1,3,2,2,1,2,3,31,99,2,2,3,1,1,265.72222222222223
1,1,12,2,3,701,1,3,4,4,1,2,1,40,3,2,1,2,1,1,58.416666666666664
1,2,12,2,3,2930,1,4,2,2,1,1,1,27,3,2,1,3,1,1,244.16666666666666
1,4,18,2,3,1505,1,3,4,3,1,2,4,32,3,3,1,4,1,2,83.61111111111111
1,4,18,4,3,2238,1,3,2,2,1,1,3,25,3,2,2,3,1,1,124.33333333333333
1,4,4,4,3,1503,1,4,2,3,1,1,1,42,3,2,2,2,2,1,375.75
1,4,24,4,1,2197,5,4,4,3,1,4,3,43,3,2,2,3,2,2,91.54166666666667
1,3,12,2,3,1881,1,3,2,2,1,2,3,44,3,1,1,2,1,2,156.75
1,1,18,4,3,1880,1,4,4,4,1,1,2,32,3,2,2,4,1,2,104.44444444444444
1,1,18,2,3,2389,1,2,4,2,1,1,3,27,99,2,1,3,1,1,132.72222222222223
1,2,24,2,3,1967,1,5,4,2,1,4,3,20,3,2,1,3,1,2,81.95833333333333
1,4,4,4,0,3380,1,4,1,2,1,1,1,37,3,2,1,3,2,1,845.0
1,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,363.75
1,4,7,4,3,730,5,5,4,3,1,2,2,46,3,1,2,2,1,2,104.28571428571429
1,2,18,99,2,3244,1,3,1,2,1,4,3,33,1,2,2,3,1,2,180.22222222222223
0,2,9,2,3,1670,1,2,4,2,1,2,3,22,3,2,1,3,1,2,185.55555555555554
1,2,48,2,3,3979,5,4,4,3,1,1,3,41,3,2,2,3,2,2,82.89583333333333
0,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,160.16666666666666
1,2,18,4,2,1295,1,2,4,2,1,1,2,27,3,2,2,3,1,1,71.94444444444444
1,4,4,4,3,1544,1,4,2,3,1,1,1,42,3,2,3,2,2,1,386.0
1,2,8,2,9,907,1,2,3,4,1,2,1,26,3,2,1,3,1,2,113.375
1,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,57.166666666666664
1,3,10,4,3,1347,5,4,4,3,1,2,2,27,3,2,2,3,1,2,134.7
1,2,12,2,0,1007,99,3,4,4,1,1,1,22,3,2,1,3,1,1,83.91666666666667
1,4,12,4,2,1402,3,4,3,2,1,4,3,37,3,1,1,3,1,2,116.83333333333333
1,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,2,166.83333333333334
1,4,12,4,6,2096,1,4,2,3,1,3,1,49,3,2,1,2,2,1,174.66666666666666
1,4,12,2,0,1101,1,3,3,4,1,2,1,27,3,2,2,3,1,2,91.75
1,4,10,2,99,894,5,4,4,2,1,3,2,40,3,2,1,3,1,2,89.4
1,2,11,2,2,1577,99,2,4,2,1,1,1,20,3,2,1,3,1,1,143.36363636363637
1,4,33,3,9,2764,1,3,2,2,1,2,3,26,3,2,2,3,1,2,83.75757575757575
1,2,48,99,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,174.125
1,3,12,2,2,1474,1,2,4,2,1,1,2,33,1,2,1,4,1,2,122.83333333333333
1,4,24,2,1,5433,5,1,2,2,1,4,2,26,3,1,1,4,1,2,226.375
1,2,14,2,9,1410,3,5,1,4,1,2,1,35,3,2,1,3,1,2,100.71428571428571
1,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,174.25
1,4,18,4,1,3850,1,4,3,3,1,1,3,27,3,2,2,3,1,1,213.88888888888889
0,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,1,1,123.46666666666667
1,3,24,2,3,1377,2,5,4,2,1,2,4,47,3,3,1,3,1,2,57.375
1,4,30,3,9,4272,2,3,2,3,1,2,2,26,3,2,2,2,1,1,142.4
1,2,24,3,3,1553,2,4,3,2,1,2,2,23,3,1,2,3,1,2,64.70833333333333
1,2,36,3,9,9857,2,4,1,3,1,3,2,31,3,2,2,2,2,2,273.80555555555554
1,4,6,4,0,362,2,3,4,2,1,4,3,52,3,2,2,2,1,1,60.333333333333336
1,4,12,4,2,1935,1,5,4,3,1,4,1,43,3,2,3,3,1,2,161.25
1,4,48,2,3,10222,5,4,4,3,1,3,3,37,99,2,1,3,1,2,212.95833333333334
1,3,12,2,0,1330,1,2,4,3,1,1,1,26,3,2,1,3,1,1,110.83333333333333
1,4,36,2,6,9055,5,3,2,3,1,4,4,35,3,3,1,2,2,2,251.52777777777777
1,2,26,2,1,7966,1,2,2,3,1,3,3,30,3,2,2,3,1,1,306.38461538461536
1,2,30,99,2,3496,99,3,4,3,1,2,3,34,99,2,1,3,2,2,116.53333333333333
